M1,383888.428,1493093.736,304.243,
M2,383887.635,1493061.993,305.900,
M3,383939.647,1493074.800,319.269,
9000,383895.778,1493076.523,308.243,
1,383909.988,1493071.428,308.028,
2,383910.260,1493071.806,308.269,
3,383912.646,1493071.997,308.904,
4,383912.518,1493071.717,308.732,
5,383910.920,1493066.778,308.885,
6,383911.064,1493067.066,309.023,
7,383905.339,1493061.384,307.381,
8,383905.063,1493061.066,307.200,
9,383905.387,1493061.776,307.331,
10,383905.546,1493062.141,307.347,
11,383905.958,1493057.447,307.439,
12,383905.734,1493057.047,307.434,
13,383906.288,1493056.818,307.533,
14,383905.784,1493056.495,307.371,
15,383911.662,1493063.591,308.903,
16,383911.770,1493063.748,308.883,
17,383915.045,1493062.949,310.192,
18,383914.833,1493062.701,310.089,
19,383915.115,1493064.662,310.152,
20,383914.944,1493064.585,309.918,
M4,383919.319,1493084.772,311.595,
M5,383918.434,1493068.494,311.404,
9001,383916.550,1493066.658,312.132,
21,383918.662,1493068.404,311.279,
22,383918.467,1493068.754,311.149,
23,383918.599,1493068.911,311.282,
24,383918.437,1493069.293,311.124,
25,383919.978,1493069.407,311.691,
26,383919.521,1493070.071,311.600,
27,383920.176,1493069.284,311.734,
28,383920.461,1493069.075,311.904,
29,383918.333,1493071.127,311.159,
30,383918.932,1493070.929,311.509,
31,383922.928,1493071.723,312.813,
32,383922.825,1493069.960,312.890,
33,383922.578,1493070.463,312.696,
34,383922.023,1493067.185,312.671,
35,383922.177,1493067.762,312.705,
36,383925.653,1493067.058,314.173,
37,383925.403,1493067.581,313.985,
38,383919.991,1493061.658,311.945,
39,383920.246,1493062.340,312.103,
40,383920.452,1493061.920,312.286,
41,383920.697,1493062.094,312.361,
42,383912.009,1493060.816,308.533,
43,383911.401,1493061.445,308.369,
44,383921.455,1493061.593,312.581,
45,383922.006,1493061.479,312.931,
46,383922.271,1493060.561,312.972,
47,383922.950,1493061.154,313.265,
48,383924.033,1493061.259,313.731,
49,383924.412,1493061.652,313.978,
50,383923.912,1493059.885,313.673,
51,383923.413,1493059.301,313.517,
52,383916.800,1493059.415,311.007,
53,383916.566,1493059.398,310.912,
54,383917.568,1493053.922,311.532,
55,383916.912,1493053.793,311.164,
56,383921.295,1493051.515,312.843,
57,383921.754,1493051.588,313.111,
58,383922.800,1493051.872,313.406,
59,383923.425,1493052.081,313.764,
60,383923.533,1493051.677,313.773,
61,383922.940,1493051.625,313.462,
62,383928.849,1493053.284,315.675,
63,383929.206,1493053.421,316.120,
64,383927.404,1493050.412,315.246,
65,383927.000,1493050.146,315.036,
66,383925.148,1493050.221,314.506,
67,383924.713,1493050.066,314.127,
68,383925.185,1493051.030,314.407,
69,383924.852,1493050.919,314.355,
ZAB1,383920.815,1493047.772,312.934,
ZAB2,383922.223,1493045.025,313.592,
70,383922.001,1493047.865,313.285,
71,383921.618,1493047.755,313.121,
72,383924.567,1493045.113,314.434,
73,383924.188,1493045.008,314.220,
ZAS1,383905.692,1493087.096,307.142,
ZAS2,383905.688,1493087.095,307.144,
ZAS3,383905.688,1493087.095,307.144,
M6,383924.455,1493045.289,314.990,
M7,383937.791,1493050.807,319.291,
9002,383931.257,1493047.151,318.236,
74,383926.645,1493044.761,315.125,
75,383926.732,1493044.251,315.228,
76,383932.500,1493050.260,317.097,
77,383932.808,1493050.152,317.328,
78,383933.280,1493050.809,317.515,
79,383932.764,1493051.126,317.218,
80,383932.454,1493051.681,316.973,
81,383932.740,1493051.567,317.258,
82,383934.497,1493055.890,317.801,
83,383935.522,1493055.655,318.185,
84,383934.825,1493049.723,317.979,
85,383934.972,1493049.274,318.063,
86,383935.497,1493046.995,318.298,
87,383935.403,1493046.565,318.282,
88,383933.634,1493045.162,317.669,
89,383933.412,1493044.908,317.569,
90,383932.204,1493045.332,317.230,
91,383931.812,1493045.234,317.049,
92,383926.769,1493044.252,315.242,
93,383926.654,1493044.738,315.120,
94,383925.097,1493042.449,314.670,
95,383924.882,1493042.846,314.531,
96,383923.668,1493043.094,314.079,
97,383924.057,1493042.227,314.279,
98,383923.827,1493040.632,314.385,
99,383923.691,1493040.971,314.214,
100,383924.494,1493038.328,314.671,
101,383924.408,1493038.683,314.580,
102,383927.666,1493039.342,315.681,
103,383928.094,1493039.131,315.952,
104,383933.116,1493043.165,317.496,
105,383933.554,1493043.227,317.838,
106,383932.448,1493042.353,317.260,
107,383934.564,1493042.795,318.043,
108,383932.672,1493039.346,317.644,
109,383932.169,1493039.279,317.460,
110,383928.123,1493039.299,315.978,
111,383927.610,1493039.251,315.725,
112,383932.897,1493037.695,317.666,
113,383932.017,1493037.744,317.321,
114,383929.892,1493037.019,316.571,
115,383929.574,1493037.077,316.421,
116,383928.985,1493036.100,316.183,
117,383929.370,1493036.014,316.430,
118,383931.713,1493034.255,317.068,
119,383932.344,1493034.194,317.366,
120,383931.697,1493033.023,317.052,
121,383932.725,1493033.064,317.533,
122,383931.402,1493031.571,317.008,
123,383930.888,1493031.578,316.812,
124,383931.748,1493031.061,317.021,
125,383931.821,1493031.066,317.039,
126,383932.900,1493031.599,317.468,
127,383933.932,1493031.609,317.856,
128,383934.552,1493035.293,318.083,
129,383934.532,1493030.598,318.037,
130,383934.980,1493030.755,318.270,
131,383931.562,1493029.822,316.885,
132,383931.882,1493029.792,317.120,
133,383931.403,1493028.947,316.931,
134,383930.857,1493028.976,316.654,
135,383928.858,1493028.160,316.048,
136,383928.180,1493028.216,315.789,
137,383931.447,1493028.001,316.880,
138,383930.809,1493027.950,316.594,
139,383928.743,1493026.348,315.910,
140,383929.094,1493026.265,316.093,
M10,383929.123,1493026.385,317.536,
M11,383931.878,1493014.216,317.810,
